69.6,63.70666667
69.48,63.67124378
69.27,63.63467662
68.55,63.59437811
68.4,63.55696517
68.05,63.52358209
68.31,63.49089552
67.68,63.44935323
67.49,63.41169154
67,63.3799005
67.48,63.35791045
67.51,63.32940299
67.85,63.299801
68.22,63.26661692
68.79,63.2300995
68.11,63.17845771
68.28,63.14358209
67.47,63.10726368
67.55,63.08318408
67.45,63.05233831
67.59,63.02741294
68.24,62.99552239
68.22,62.96368159
67.32,62.93283582
66.63,62.90572139
66.28,62.88189055
66.27,62.86084577
65.43,62.84129353
66,62.83258706
66.1,62.82303483
65.39,62.8241791
66.39,62.82910448
66.31,62.82641791
65.97,62.82671642
65.49,62.82900498
65.59,62.83507463
65.85,62.84124378
66.15,62.84751244
65.99,62.85532338
65.67,62.86676617
66.11,62.87810945
65.64,62.88537313
65.7,62.89696517
65.88,62.90945274
65.48,62.91875622
64.56,62.92840796
64.87,62.9399005
64.64,62.94696517
64.35,62.95288557
64.84,62.96412935
65.64,62.97363184
65.83,62.97940299
66.04,62.98298507
66.22,62.98631841
65.84,62.98681592
65.51,62.99442786
65.42,63.00124378
65.5,63.00671642
65.27,63.01572139
64.79,63.02268657
64.88,63.03243781
64.85,63.04154229
64.77,63.05119403
64.23,63.06383085
63.97,63.08293532
63.67,63.10487562
63.56,63.12482587
63.84,63.14542289
63.44,63.16477612
62.66,63.18865672
62.46,63.21671642
62.13,63.24701493
61.8,63.28124378
62.3,63.31467662
62.03,63.34487562
62.06,63.37452736
62.45,63.40328358
62.32,63.43199005
62.32,63.45771144
62.31,63.48263682
62.13,63.50661692
62.1,63.52885572
62.14,63.54910448
61.69,63.57393035
61.74,63.59985075
62.07,63.6241791
62.51,63.64487562
62.68,63.66736318
62.94,63.68044776
63.25,63.69119403
65.68,63.69711443
65.7,63.69278607
65.47,63.6879602
65.6,63.68179104
65.35,63.67661692
65.33,63.67248756
64.63,63.66651741
64.37,63.66283582
64.77,63.66099502
65.47,63.65462687
65.64,63.64328358
65.15,63.6320398
65.05,63.62238806
65.23,63.61243781
64.87,63.59925373
63.82,63.58845771
63.63,63.57900498
63.38,63.57358209
63.6,63.56512438
63.98,63.55646766
64.62,63.5441791
64.69,63.52975124
64.35,63.51497512
65.17,63.50064677
65.68,63.48303483
65.35,63.45875622
65.3,63.43537313
65.49,63.40855721
64.87,63.38412935
65.33,63.3681592
65.52,63.35233831
64.99,63.33452736
64.99,63.32039801
64.49,63.30218905
63.35,63.28492537
63.69,63.27298507
63.82,63.26104478
62.97,63.24457711
63.26,63.23134328
63.64,63.21766169
64.16,63.20293532
63.31,63.18293532
63.88,63.16666667
63.63,63.14860697
63.38,63.13303483
63.26,63.12482587
63.08,63.11368159
62.99,63.10532338
62.15,63.09258706
61.49,63.08656716
61,63.08139303
60.92,63.08368159
61.68,63.08517413
61.65,63.08059701
62.37,63.07691542
62.57,63.07124378
63.54,63.06681592
62.97,63.05945274
61.31,63.05144279
61.77,63.05208955
61.46,63.05597015
60.8,63.06283582
62.15,63.07253731
61.01,63.07746269
60.52,63.08661692
61.31,63.09835821
60.93,63.10616915
60.75,63.11900498
61.45,63.13373134
61.7,63.14562189
61.38,63.15542289
60.53,63.16492537
60.35,63.17731343
60.62,63.19218905
60.8,63.2078607
60.64,63.22144279
60.63,63.23024876
60.93,63.24069652
60.42,63.24766169
60.76,63.25616915
60.88,63.2639801
61.21,63.27094527
59.5,63.27696517
60.4,63.29278607
59.57,63.3040796
59.13,63.3181592
58.86,63.33875622
59.01,63.35905473
58.86,63.37756219
60.43,63.39442786
61.09,63.40512438
60.5,63.41223881
60.94,63.41930348
60.42,63.42333333
58.9,63.42950249
59.47,63.44348259
59.34,63.45487562
58.95,63.46900498
59.12,63.48522388
60.57,63.50263682
61.72,63.5058209
60.11,63.50034826
59.1,63.50233831
58.71,63.51139303
58.56,63.52029851
59.88,63.53378109
60.15,63.54074627
60.96,63.54666667
61.79,63.54462687
62.62,63.53895522
62.9,63.53094527
62.48,63.52258706
62.13,63.51751244
61.17,63.5158209
61.03,63.51915423
61.69,63.52228856
61.48,63.52199005
59.96,63.52402985
60.11,63.53293532
61.1,63.5438806
62.58,63.54875622
61.75,63.54507463
61.56,63.5441791
61.18,63.54069652
60.88,63.54159204
58.41,63.54517413
61.1,63.56089552
60.98,63.56402985
62.63,63.56676617
61.35,63.56333333
62.44,63.57144279
61.18,63.57497512
61.84,63.58457711
62.02,63.58975124
61.87,63.59253731
61.84,63.59343284
62.05,63.59557214
62.34,63.59830846
63.68,63.60905473
64.08,63.61149254
66.33,63.60776119
66.38,63.59343284
65.85,63.57621891
66.37,63.56308458
66.43,63.54751244
66.71,63.52970149
66.83,63.50940299
67.11,63.48686567
67.72,63.46706468
68.29,63.44328358
67.95,63.41870647
67.57,63.39218905
67.97,63.36985075
68.21,63.34502488
67.75,63.31651741
67.42,63.29159204
66.87,63.26905473
66.29,63.24781095
65.83,63.22626866
66.61,63.20726368
66.75,63.18482587
66.8,63.15885572
66.55,63.13223881
66.71,63.10124378
66.32,63.06676617
67.37,63.03666667
66.88,63.00139303
66.52,62.97059701
67.31,62.94258706
66.67,62.91084577
66.75,62.88218905
66.71,62.85248756
66.79,62.82696517
67.31,62.80119403
68.07,62.77228856
68.38,62.740199
67.68,62.70477612
67.7,62.67412935
67.73,62.64840796
68.24,62.6220398
68.3,62.59069652
68.55,62.55756219
69.01,62.52597015
68.52,62.490199
68.37,62.45452736
67.99,62.41791045
67.84,62.38308458
68.22,62.35044776
67.49,62.31820896
67.33,62.28631841
67.13,62.25273632
66.6,62.21900498
66.17,62.18671642
67.13,62.160199
66.9,62.11636816
66.63,62.07557214
66.23,62.03945274
67.03,62.00716418
65.31,61.97029851
65.1,61.94343284
64.44,61.91651741
64.81,61.89522388
64.73,61.86706468
64.23,61.83328358
64.56,61.80144279
64.52,61.76791045
64.13,61.7319403
63.89,61.69920398
64,61.67109453
63.49,61.63686567
63.19,61.61278607
63.38,61.59174129
63.21,61.57243781
63.05,61.55731343
62.58,61.54328358
62.7,61.53353234
61.92,61.52044776
62.54,61.51278607
61.68,61.500199
61.86,61.49054726
61.51,61.48134328
61.72,61.46756219
61.72,61.45348259
61.47,61.43507463
61.63,61.41656716
60.8,61.40626866
60.65,61.40054726
59.91,61.39004975
60.58,61.38383085
61.66,61.37432836
62.15,61.35169154
61.94,61.33432836
62.15,61.32
61.33,61.3058209
61.02,61.29706468
60.95,61.29995025
61.29,61.30547264
60.51,61.31029851
60.31,61.31587065
