Crossovers From Below 
Day 0, Day 0 Return, Day 1, Day 1 Return 
6.94, 1.0327380952380953, 7.19, 1.0136986301369864 
5.92, 1.0136986301369864, 5.85, 1.0173310225303294 
5.87, 1.0173310225303294, 5.97, 1.0211640211640212 
5.79, 1.0211640211640212, 5.91, 1.0299401197604792 
3.44, 1.0299401197604792, 3.38, 1.0029239766081872 
3.43, 1.0029239766081872, 3.39, 1.0206489675516224 
3.46, 1.0206489675516224, 3.52, 1.0497076023391814 
3.59, 1.0497076023391814, 3.59, 1.0146198830409356 
3.47, 1.0146198830409356, 3.46, 1.0029154518950436 
3.44, 1.0029154518950436, 3.44, 1.011764705882353 
3.44, 1.011764705882353, 3.45, 1.0117994100294985 
3.43, 1.0117994100294985, 3.43, 1.0841121495327102 
3.48, 1.0841121495327102, 3.57, 1.0465116279069768 
2.7, 1.0465116279069768, 2.6, 1.0190839694656488 
2.67, 1.0190839694656488, 2.62, 1.0419847328244274 
2.73, 1.0419847328244274, 2.83, 1.0161290322580645 
1.26, 1.0161290322580645, 1.27, 1.008130081300813 
1.24, 1.008130081300813, 1.25, 1.024793388429752 
1.24, 1.024793388429752, 1.25, 1.0198019801980198 
1.03, 1.0198019801980198, 1.03, 1.0101010101010102 
1, 1.0101010101010102, 0.99, 1.0101010101010102 
1, 1.0101010101010102, 1, 1.0309278350515465 
1, 1.0309278350515465, 1, 1.0380952380952382 
1.09, 1.0380952380952382, 1.1, 1.0188679245283019 
1.08, 1.0188679245283019, 1.1, 1.1562500000000002 
1.11, 1.1562500000000002, 1.13, 1.046728971962617 
1.12, 1.046728971962617, 1.14, 1.010204081632653 
0.99, 1.010204081632653, 1.02, 1.0444444444444443 
0.94, 1.0444444444444443, 0.94, 1.010989010989011 
0.92, 1.010989010989011, 0.93, 1.0119047619047619 
0.85, 1.0119047619047619, 0.82, 1.0625 
0.85, 1.0625, 0.87, 1.0317460317460319 
0.65, 1.0317460317460319, 0.65, 1.0158730158730158 
0.64, 1.0158730158730158, 0.64, 1.032258064516129 
0.64, 1.032258064516129, 0.63, 1.0158730158730158 
0.64, 1.0158730158730158, 0.63, 1.0158730158730158 
0.64, 1.0158730158730158, 0.65, 1.0158730158730158 
0.64, 1.0158730158730158, 0.64, 1.0158730158730158 
