Crossovers From Above 
Day 0, Day 0 Return, Day 1, Day 1 Return 
6.8, 0.9618104667609617, 6.76, 0.9438202247191011 
6.72, 0.9438202247191011, 6.94, 0.9847972972972974 
5.83, 0.9847972972972974, 5.75, 0.9881756756756757 
5.85, 0.9881756756756757, 5.79, 0.9776632302405498 
5.69, 0.9776632302405498, 5.72, 0.9709302325581395 
3.34, 0.9709302325581395, 3.44, 0.9519774011299436 
3.37, 0.9519774011299436, 3.37, 0.988338192419825 
3.39, 0.988338192419825, 3.46, 0.9712643678160919 
3.38, 0.9712643678160919, 3.28, 0.9603399433427763 
3.39, 0.9603399433427763, 3.36, 0.9913294797687862 
3.43, 0.9913294797687862, 3.44, 0.9797101449275362 
3.38, 0.9797101449275362, 3.35, 0.9854651162790699 
3.39, 0.9854651162790699, 3.43, 0.9854227405247813 
3.38, 0.9854227405247813, 3.39, 0.9686411149825783 
2.78, 0.9686411149825783, 2.69, 0.9629629629629629 
2.6, 0.9629629629629629, 2.5, 0.9812734082397004 
2.62, 0.9812734082397004, 2.73, 0.9841269841269841 
1.24, 0.9841269841269841, 1.24, 0.9919354838709677 
1.23, 0.9919354838709677, 1.24, 0.984 
1.23, 0.984, 1.22, 0.9902912621359223 
1.02, 0.9902912621359223, 1.01, 0.98 
0.98, 0.98, 0.99, 0.99 
0.99, 0.99, 0.98, 0.9519230769230769 
0.99, 0.9519230769230769, 0.97, 0.9702970297029703 
0.98, 0.9702970297029703, 0.97, 0.9907407407407407 
1.07, 0.9907407407407407, 1.07, 0.9636363636363636 
1.06, 0.9636363636363636, 1, 0.981651376146789 
1.07, 0.981651376146789, 1.12, 0.9607843137254901 
0.98, 0.9607843137254901, 0.98, 0.967391304347826 
0.89, 0.967391304347826, 0.89, 0.978494623655914 
0.91, 0.978494623655914, 0.92, 0.9882352941176471 
0.84, 0.9882352941176471, 0.84, 0.9647058823529412 
0.82, 0.9647058823529412, 0.84, 0.9692307692307692 
0.63, 0.9692307692307692, 0.63, 0.984375 
0.63, 0.984375, 0.63, 0.984375 
0.63, 0.984375, 0.62, 0.984375 
0.63, 0.984375, 0.62, 0.984375 
0.63, 0.984375, 0.63, 0.984375 
0.63, 0.984375, 0.64, 0.984375 
