0.006027639,0.032254349,0.006026365,0.022007042,0.014102564
-0.023122217,-0.012400455,-0.032786885,0.006200177,-0.012158055
-0.007554162,-0.00666742,0.02387169,0.06710775,0.05027933
-0.001423285,0.023124061,0.013227513,-0.005639098,-0.001062982
0.008468494,0.020530973,-0.006010518,0.080203046,0.088831019
0.00028715,0.012786807,-0.03898917,-0.004044489,-0.040533037
0.027589259,0.027252639,0.044494721,0.085620198,0.030025736
-0.007903981,-0.035519773,-0.072727273,-0.032908705,-0.026447661
-0.002918856,-0.009847597,-0.022556391,-0.042682927,-0.044426709
0.001022644,0.018264295,0.045746962,0.080131723,0.027610716
-0.012835304,0.004677381,-0.015135516,-0.033934252,-0.015078083
-0.002445691,0.018692731,-0.018991713,0.035126235,0.069392456
-0.014741318,-0.030557859,-0.021952043,-0.021482277,-0.00057554
0.004556457,-0.007056333,0.00304878,0.055555556,0.062691131
0.003142408,-0.061996691,-0.045895281,-0.030769231,-0.028231798
0.001287185,-0.015529974,-0.000645995,-0.046121593,-0.032211677
-0.022781272,0.05753991,0.008469055,0.085324232,0.084867395
0.00294365,0.032491403,0.004252535,0.102885822,0.079488043
-0.008615898,-0.024522846,0.008578027,-0.020884521,-0.004025495
-0.004564947,-0.028214928,-0.011092985,0.020050125,0.027222605
0.017595721,0.012059158,0.022689356,0.033678756,0.004499827
-0.010171381,0.04605498,0.022517912,0.041835358,0.054764513
0.008430518,-0.013153259,-0.000341064,0.016460905,0.004032258
0.032796401,0.064375,-0.01212938,0.034042553,0.055319149
-0.006344629,-0.007444169,0.024861878,-0.096153846,-0.029290274
0.002747253,-0.029967505,-0.026554622,0.020942408,0.011009871
-0.006321839,-0.003478052,-0.012939615,-0.06372549,-0.038335159
0.028520763,-0.000599305,-0.003636364,0.03030303,-0.020736503
-0.01110624,-0.022724611,0.022650439,0.005076142,-0.011311417
0.017092747,-0.007671742,0.012666895,0.045092838,0.019459459
0.011881486,0.024410574,0.042097752,0.077142857,0.093811588
-0.008795468,-0.049139493,-0.020957038,-0.016853933,-0.040831758
0.007661109,0.014123321,-0.007281553,0.018597997,0.017699115
0.019761029,-0.071337172,-0.05442623,-0.070478723,-0.113574352
0.013664596,-0.029895521,0.005605012,-0.02464332,-0.071270193
-0.003095975,-0.05853136,-0.031299904,-0.062043796,-0.056485356
-0.007985258,-0.029397864,-0.013547574,-0.013205282,-0.011521418
0.024221453,0.021632062,0.052387268,-0.03699422,0.014384177
-0.016550657,0.000193181,-0.022366288,-0.059782609,-0.03971223
-0.00293029,-0.006143803,-0.023115896,-0.035639413,-0.048205971
0.015982451,-0.012138454,0.007979572,-0.027522936,-0.015637638
0.012855102,-0.050598722,-0.01817612,0.005122951,0.012005457
0.020900843,0.030525144,0.019163207,0.216957606,0.072892272
0.0101473,-0.020181818,-0.002866242,-0.009876543,0.002935995
-0.004399544,-0.030324401,0.018818949,0.033163265,0.054162798
0.0100395,0.01803823,0.007518797,-0.01754386,-0.017335766
-0.01984191,0.019674231,0.031355361,-0.00622665,-0.000304044
-0.040699474,-0.019206606,0.00850051,0.029487179,-0.018208955
0.013011444,0.023892667,0.03447063,0.075862069,0.086956522
-0.007159533,0.053436592,-0.015922465,0.029829545,0.041216216
0.029152651,0.035381377,0.051692756,0.069908815,-0.035516455
-0.015144345,0.070149094,0.004754938,0.069918699,0.076464398
